GOID	TERM	NUM_LIST_ANNOTATIONS	LIST_SIZE	CLUSTER_FREQUENCY	TOTAL_NUM_ANNOTATIONS	POPULATION_SIZE	GENOME_FREQUENCY	ANNOTATED_GENES
GO:0022618	ribonucleoprotein complex assembly	4	213	1.88%	182	6437	2.83%	YCR031C, YMR186W, YNL112W, YPL240C
GO:0007568	aging	3	213	1.41%	8	6437	0.12%	YAL005C, YML028W, YMR307W
GO:0006605	protein targeting	3	213	1.41%	256	6437	3.98%	YAL005C, YHR136C, YPL240C
GO:0007034	vacuolar transport	3	213	1.41%	187	6437	2.91%	YDR153C, YER072W, YHR136C
GO:0000003	reproduction	3	213	1.41%	145	6437	2.25%	YER124C, YGR279C, YPL256C
GO:0007009	plasma membrane organization	2	213	0.94%	9	6437	0.14%	YMR251W-A, YPR149W
GO:0008219	cell death	2	213	0.94%	45	6437	0.70%	YJR009C, YNL055C
GO:0061024	membrane organization	2	213	0.94%	168	6437	2.61%	YKL096W, YPR149W
GO:0071941	nitrogen cycle metabolic process	2	213	0.94%	7	6437	0.11%	YOL058W, YPL111W
GO:0051604	protein maturation	2	213	0.94%	96	6437	1.49%	YLR244C, YPL240C
GO:0000902	cell morphogenesis	2	213	0.94%	46	6437	0.71%	YDR309C, YLR342W
GO:0044403	biological process involved in symbiotic interaction	2	213	0.94%	2	6437	0.03%	YLR044C, YOL086C
GO:0016192	vesicle-mediated transport	1	213	0.47%	198	6437	3.08%	YAL005C
GO:0030705	cytoskeleton-dependent intracellular transport	1	213	0.47%	25	6437	0.39%	YML085C
GO:0006464	cellular protein modification process	1	213	0.47%	101	6437	1.57%	YLR244C
GO:0040007	growth	1	213	0.47%	78	6437	1.21%	YMR307W
GO:0006810	transport	1	213	0.47%	42	6437	0.65%	YML085C
